IdR,nom_repas,date_repas,adr_repas,nom_chevalier_dame
3664,Banquet royal #7856,2002-03-30,"rue Thibault, 32642 Fontainenec",Hortense Martel
3665,Festin des chevaliers #1195,2014-10-10,"27, rue de Poirier, 93619 Guillaumenec",Hortense Daniel
3666,Dîner de gala #1402,2021-10-02,"rue Antoine Robin, 97256 MonnierBourg",Alphonse Rey
3667,Festin des chevaliers #9732,2018-10-08,"89, boulevard Maillard, 97441 Grenier-la-Forêt",Philippine Jacquot
3668,Festin des chevaliers #9846,2003-02-04,"242, rue Weiss, 09583 Sainte Margaretnec",Théodore Blanchard
3669,Festin des chevaliers #1243,2010-02-16,"42, rue Christine Thibault, 86314 Gros",Émile de Bousquet
3670,Souper d'apparat #2557,2021-05-26,"52, rue Hernandez, 68771 Delannoy",Gabrielle Lagarde
3671,Déjeuner des preux #934,2014-07-21,"871, rue Pénélope Delorme, 26728 Menard-sur-Joseph",Andrée Riou
3672,Souper d'apparat #7439,2013-07-20,"790, chemin Nicolas, 61184 Baudry",Victoire Klein
3673,Agapes fraternelles #9887,2013-04-20,"70, chemin Peron, 15526 Rousset",Renée Guyon-Faivre
3674,Souper d'apparat #9581,2017-03-09,"47, avenue Renaud, 81463 Paris",Adrienne Jacquot
3675,Festin des chevaliers #992,2018-12-09,"34, rue Imbert, 52610 Morindan",Marthe Boulay
3676,Agapes fraternelles #1457,2013-03-17,"5, avenue Suzanne Bourgeois, 39469 Thibault-les-Ba",Astrid Turpin
3677,Déjeuner des preux #7981,2024-06-10,"35, boulevard de Traore, 20874 Perrier",Paul-Grégoire Morvan
3678,Souper d'apparat #2596,2011-02-18,"4, chemin de Labbé, 33946 Saint Valérie-sur-Mer",Arnaude Tessier de Maury
3679,Festin des chevaliers #4778,2022-08-14,"43, chemin Barre, 91578 Legrosdan",Sébastien Joubert Le Thierry
3680,Festin des chevaliers #8070,2021-10-02,"62, chemin Chauvet, 97150 Saint Vincent",Antoine Le Mahe
3681,Dîner de gala #9517,2017-05-02,"2, rue de Collin, 97439 Bourdon",Maurice-Gabriel Guilbert
3682,Dîner de gala #5803,2007-04-02,"171, avenue Couturier, 38902 Bousquet-sur-Bertin",Éléonore Klein
3683,Souper d'apparat #3277,2001-01-30,"907, boulevard Guilbert, 63993 Olivier",Adrien Le Hamon
3684,Festin des chevaliers #6474,2011-02-19,"rue de Reynaud, 67485 Boutin",Astrid Michaud-Gilles
3685,Dîner de gala #205,2001-04-18,"69, rue Véronique Lopes, 79135 Bernier",Valérie Alves
3686,Festin des chevaliers #7906,2005-08-10,"3, avenue de Raymond, 46807 Saint Alexandria",Éric Dumas-François
3687,Festin des chevaliers #4259,2022-01-11,"79, avenue Blanchet, 94843 Sainte LaurentBourg",Timothée-Édouard Devaux
3688,Souper d'apparat #518,2007-10-01,"56, rue Potier, 48881 Blancboeuf",Jeanne Le Moulin
3689,Souper d'apparat #9983,2016-01-31,"35, avenue Costa, 66597 Colinnec",Suzanne Cordier
3690,Festin des chevaliers #8472,2010-07-18,"8, boulevard Marcelle Lucas, 83947 Saint Pauline-l",Susan-Charlotte Cohen
3691,Dîner de gala #7660,2023-09-10,"35, boulevard Brigitte Charrier, 84994 Pons-sur-To",Théodore-Christophe Didier
3692,Banquet royal #4885,2007-03-21,"296, chemin Richard Laurent, 78502 Gay",Audrey Thomas
3693,Déjeuner des preux #3895,2001-05-06,"34, rue Sabine Blin, 33592 GoncalvesVille",Zacharie Simon
3694,Agapes fraternelles #4121,2009-01-17,"39, avenue de Hoareau, 02545 Étienne-la-Forêt",Suzanne Guyot Le Joseph
3695,Banquet royal #1836,2007-08-26,"94, chemin Hebert, 25595 Descamps",Michèle Bodin du Gaudin
3696,Banquet royal #3129,2002-10-27,"boulevard Clémence Legros, 35934 Saint Maryse",Margot Marion du Mendès
3697,Banquet royal #9202,2002-04-08,"16, rue de Le Roux, 01406 ValentinBourg",Roger Mallet
3698,Dîner de gala #3623,2005-12-30,"6, chemin de Schneider, 59475 Allainboeuf",Simone Guyot
3699,Dîner de gala #5923,2009-01-12,"54, boulevard Maryse Voisin, 59231 Saint Victoire",Éric Moreno
3700,Festin des chevaliers #353,2024-05-10,"boulevard Martins, 05895 Maréchal",Christine-Lorraine Lemoine
3701,Festin des chevaliers #9868,2002-11-03,"61, rue David Georges, 97141 Charrier",Emmanuelle Rivière
3702,Festin des chevaliers #646,2016-02-23,"68, boulevard Mercier, 07410 Morel-les-Bains",Émilie Le Nguyen
3703,Déjeuner des preux #3414,2021-08-21,"4, boulevard Germain, 94200 Godard-sur-Mer",Élise Thierry
3704,Agapes fraternelles #7775,2013-12-06,"avenue de Lebrun, 53374 Nicolasnec",Marguerite-Philippine Guillaume
3705,Agapes fraternelles #8581,2023-05-20,"79, avenue Monique Lemonnier, 55115 PagesVille",Joséphine du Pascal
3706,Agapes fraternelles #6407,2017-06-30,"rue Gilbert, 78830 Leblanc-les-Bains",René Gomes de Lagarde
3707,Banquet royal #2773,2013-10-06,"4, rue Pages, 66307 Michaud-sur-Deschamps",Anouk Dupont
3708,Agapes fraternelles #6948,2022-07-03,"75, rue Jeanne Lebreton, 46604 Sainte ArnaudeVille",Valentine Martel
3709,Agapes fraternelles #676,2017-03-07,"35, boulevard Élise Seguin, 38887 Bertin-sur-Girau",Anne Delaunay
3710,Déjeuner des preux #9224,2016-08-16,"86, avenue de Gillet, 63455 Chauvin",Éléonore du Colas
3711,Déjeuner des preux #4497,2014-02-14,"2, avenue de Charpentier, 47991 GuilbertBourg",Gabriel Muller
3712,Dîner de gala #1887,2016-03-25,"7, rue de Louis, 68305 MonnierVille",Odette Colin
3713,Banquet royal #7570,2024-08-19,"32, rue Camus, 74661 Sainte Robert",Zoé Ribeiro
3714,Dîner de gala #2574,2020-10-19,"94, boulevard Adélaïde Clément, 03836 Sainte Hugue",Roland Brunet de la Le Goff
3715,Agapes fraternelles #8686,2003-11-06,"5, avenue Delahaye, 67721 Petitjean",Théophile Royer
3716,Déjeuner des preux #5069,2013-05-27,"57, chemin de Gimenez, 36806 Fleury-sur-Lopez",Suzanne Marion de Legrand
3717,Dîner de gala #4190,2020-04-27,"18, boulevard Robert Regnier, 88930 Clerc",André Dijoux
3718,Souper d'apparat #1777,2023-03-12,"301, chemin Margaud Duhamel, 34582 PichonVille",Sabine Charpentier
3719,Souper d'apparat #1016,2022-02-03,"42, boulevard de Traore, 68949 De Sousanec",Henri Lacroix
3720,Agapes fraternelles #1219,2013-02-08,"45, chemin de Dumas, 86519 Carre-les-Bains",Hélène Dumas
3721,Festin des chevaliers #1521,2014-11-29,"34, avenue de Bonneau, 90971 Diaz-les-Bains",Éric Guillaume
3722,Agapes fraternelles #4142,2020-04-05,"rue Renée Guibert, 81357 Turpindan",Timothée-Louis Lacombe
3723,Agapes fraternelles #3319,2017-10-16,"37, rue de Lemaire, 73627 MorvanBourg",Manon Teixeira
3724,Agapes fraternelles #9828,2013-04-07,"445, rue Michel Hebert, 67371 Maillot",Thibaut Robert-Vallet
3725,Souper d'apparat #8686,2004-12-19,"34, rue Fernandes, 11308 Henry-sur-Blanc",Jacques-Joseph Meunier
3726,Festin des chevaliers #205,2003-09-09,"86, avenue Georges Fabre, 97373 Bazinnec",Richard Lebrun du Lacroix
3727,Souper d'apparat #7567,2015-12-17,"20, rue de Thomas, 97448 Reynaudnec",Michelle Perez
3728,Banquet royal #8414,2001-01-24,"46, rue Amélie David, 15484 Guillet",Raymond-Robert Leduc
3729,Agapes fraternelles #1581,2011-08-01,"95, rue Lopes, 38952 Clément",Océane-Cécile Antoine
3730,Agapes fraternelles #3070,2017-02-24,"rue Geneviève Perrin, 39929 Fournier",Jules Rivière
3731,Déjeuner des preux #1481,2014-09-24,"494, rue de Pinto, 64617 Georges",Alfred du Menard
3732,Festin des chevaliers #6360,2006-11-01,"8, rue de Caron, 87205 Robin-sur-Martin",Sylvie-Henriette Étienne
3733,Souper d'apparat #6495,2003-10-08,"19, boulevard de Vallée, 86306 Saint Dorothée",Robert-Joseph Rivière
3734,Agapes fraternelles #8400,2020-05-18,"4, rue Victor Goncalves, 78163 Alexandre",Marine Renault
3735,Déjeuner des preux #3025,2014-01-12,"35, rue de Leconte, 45903 Da Silvanec",Clémence Laurent
3736,Souper d'apparat #9576,2011-04-11,"35, rue de Jourdan, 76680 Rey",Antoinette Torres du Rousset
3737,Banquet royal #9100,2024-07-31,"avenue Blanc, 61725 Riou",Margot-Capucine Gosselin
3738,Déjeuner des preux #9598,2008-03-07,"avenue Julien Dumas, 29181 Gillesnec",Gabriel Imbert
3739,Déjeuner des preux #2116,2009-03-28,"58, rue Marcel Dupuy, 45333 Techerdan",Étienne Lecoq
3740,Banquet royal #7985,2008-11-15,"13, rue de Renard, 54865 Potier-sur-Baudry",Matthieu Dufour
3741,Souper d'apparat #8880,2022-10-20,"8, rue de Joly, 97169 Meunier",Rémy Cousin-Dufour
3742,Souper d'apparat #6397,2016-06-17,"296, rue Gilbert Dubois, 66572 Saint ÉlodieBourg",Hugues Pereira
3743,Agapes fraternelles #9063,2000-05-17,"179, rue Bertin, 25186 Dijoux-les-Bains",Camille de la François
3744,Dîner de gala #665,2011-05-18,"479, rue Vidal, 83743 Lemaire",Luc Le Perrot
3745,Dîner de gala #7109,2001-04-28,"2, avenue Rémy Mace, 06591 Dumas",Antoine Cordier
3746,Festin des chevaliers #3512,2019-01-04,"5, chemin Édith Blondel, 92625 Saint Théodoredan",Emmanuelle Maillot
3747,Dîner de gala #825,2022-06-29,"55, rue Thibaut Leclerc, 95231 Legrandboeuf",Yves-Noël Schneider
3748,Déjeuner des preux #747,2012-01-16,"4, boulevard Munoz, 26193 Rolland",Alix Bazin
3749,Souper d'apparat #8501,2010-06-02,"23, chemin Manon Fernandes, 59515 Texier",Alphonse Joubert de la Poirier
3750,Déjeuner des preux #7605,2003-01-31,"952, avenue Sabine Benard, 15158 Toussaint-sur-Pin",Alfred Bernier-Delmas
3751,Dîner de gala #7481,2007-11-02,"9, rue Claudine Collin, 36147 Guillaume",Éléonore Chauvin
3752,Déjeuner des preux #2199,2006-01-26,"18, rue de Mahe, 09772 Pruvost",Émilie de la Garcia
3753,Agapes fraternelles #9673,2013-12-08,"4, avenue de Lagarde, 12403 Leroux",Léon Rousset-Denis
3754,Dîner de gala #221,2012-10-18,"802, chemin Berthelot, 28866 Tanguy",Augustin Clerc
3755,Dîner de gala #9433,2007-01-24,"4, boulevard Simone Lemaire, 08131 Toussaint",Juliette Bouchet
3756,Déjeuner des preux #8633,2012-02-02,"655, rue Becker, 35181 Sainte Claudine",Gilbert Joseph
3757,Banquet royal #8965,2020-03-04,"19, chemin Zoé Diaz, 24912 LebretonVille",Étienne du Munoz
3758,Souper d'apparat #6844,2023-11-12,"rue Barbier, 38208 Delattre",Dominique Bouchet
3759,Banquet royal #2986,2021-12-28,"812, boulevard Henri Vincent, 78295 Guillon",Gabrielle Navarro
3760,Festin des chevaliers #5818,2000-11-19,"16, avenue de Carlier, 48750 Seguin",Émilie Leroux-Guérin
3761,Souper d'apparat #9687,2015-08-09,"8, rue Bègue, 12626 Besson-les-Bains",Simone-Suzanne Jacquot
3762,Banquet royal #9538,2022-01-08,"chemin Henri Moulin, 70186 Courtois-les-Bains",Noël Fontaine
3763,Dîner de gala #3481,2010-10-26,"rue Bourgeois, 58830 Reynaud-les-Bains",Thibault Le Bourdon
3764,Souper d'apparat #2227,2012-06-01,"34, rue Gimenez, 22463 Gaillard",Gabriel de la Weiss
3765,Souper d'apparat #1472,2000-10-04,"107, chemin de David, 69643 Lacroix-sur-Tanguy",Michèle Evrard de Leclerc
3766,Souper d'apparat #5745,2013-06-18,"47, chemin de Hernandez, 38193 DelannoyVille",Julie Gaudin
3767,Dîner de gala #4218,2009-12-02,"99, chemin de Boulanger, 72341 Perrin",Benoît Launay
3768,Banquet royal #2869,2020-07-01,"28, avenue Alain Rivière, 02136 Monnier",Jeannine Bertrand
3769,Déjeuner des preux #2107,2017-12-17,"23, rue de Baron, 97173 Sainte Marcdan",Denis Colin du Gonzalez
3770,Déjeuner des preux #561,2024-11-19,"31, chemin Weiss, 68131 Gomes",Adèle-Zoé Brunel
3771,Souper d'apparat #9479,2013-07-01,"boulevard de Chrétien, 81828 Lemoine",Thomas Bonnin
3772,Souper d'apparat #6898,2008-04-03,"8, rue Constance Camus, 60259 Hardy",Céline Courtois
3773,Banquet royal #1022,2004-12-03,"39, rue Jacob, 16503 Saint Jeannine",Monique Carlier
3774,Déjeuner des preux #4121,2023-05-16,"rue de Mary, 95428 Marin",Adèle Le Pasquier
3775,Banquet royal #4875,2000-11-29,"7, rue Bourdon, 18211 Léger",Emmanuelle Gomes
3776,Festin des chevaliers #8856,2000-04-21,"54, avenue Patricia Leclercq, 71484 Cordierboeuf",Aimé Lemaire
3777,Agapes fraternelles #3067,2017-12-18,"1, avenue Petitjean, 97135 Maillot-la-Forêt",Antoinette Gilles
3778,Dîner de gala #1884,2014-05-23,"46, rue Guyot, 26395 Robert",Adrien Hardy du Menard
3779,Agapes fraternelles #5408,2012-03-27,"444, boulevard de Bernard, 44140 Pineau",Xavier de la Martel
3780,Déjeuner des preux #6286,2020-04-29,"rue Lefort, 80723 Duval",Adèle Maillot
3781,Banquet royal #4808,2014-06-25,"avenue Breton, 37330 Bourgeois",Bertrand-Alphonse Caron
3782,Dîner de gala #9251,2024-04-07,"43, rue Chartier, 53662 Jean",Isaac Dumas Le Barre
3783,Banquet royal #7460,2011-01-28,"chemin de Millet, 55522 Lopes",Chantal Salmon
3784,Dîner de gala #2838,2000-01-05,"85, rue Guichard, 40349 GodardVille",Louis Dijoux
3785,Agapes fraternelles #2712,2001-12-23,"5, rue de Renard, 62224 Jean",Élodie Boucher
3786,Agapes fraternelles #2003,2010-09-28,"66, chemin de Martin, 43427 Saint Gilles",Benoît Thibault
3787,Banquet royal #279,2001-04-04,"37, boulevard Loiseau, 39791 Legrand",Dorothée De Oliveira
3788,Déjeuner des preux #5187,2009-07-12,"964, rue Antoine Nguyen, 91652 Saint LouisVille",Alfred Hoarau-Vasseur
3789,Agapes fraternelles #4491,2006-05-10,"709, boulevard Margot Potier, 69114 Thomasdan",Emmanuel Hardy
3790,Festin des chevaliers #7135,2005-06-24,"boulevard de Bousquet, 93706 Maurice-la-Forêt",Paul Cordier
3791,Dîner de gala #4344,2000-05-15,"boulevard Denise Delorme, 08247 Noël-sur-Auger",Thibault Dupuis
3792,Déjeuner des preux #8211,2015-01-31,"38, rue Schneider, 36147 Noël",Caroline Lemaître du Carpentier
3793,Déjeuner des preux #38,2017-09-23,"45, boulevard François Antoine, 40766 Sainte Benoî",Susan Guillot
3794,Déjeuner des preux #785,2022-06-14,"48, rue Alice Devaux, 76121 Georges-les-Bains",Adrien du Gillet
3795,Souper d'apparat #8341,2016-04-02,"65, chemin Vincent Chevalier, 20695 Marquesnec",Frédéric du Pons
3796,Dîner de gala #8496,2021-02-06,"29, boulevard de Pichon, 29938 Sainte Mariedan",Philippe Moreau
3797,Souper d'apparat #7388,2007-01-11,"1, rue de Potier, 74963 Sainte Marc",Adèle Gilles
3798,Banquet royal #2696,2003-11-13,"6, rue Anastasie Regnier, 91884 Saint Alix",Franck Bouchet
3799,Dîner de gala #6807,2013-12-10,"15, rue de Chartier, 18453 Saint Marcboeuf",Martin Martinez-Chartier
3800,Déjeuner des preux #630,2020-09-30,"99, avenue de Verdier, 65147 Peltier-sur-Mace",Robert Collin-Ledoux
3801,Banquet royal #1977,2024-07-23,"58, rue Jacquot, 97125 Bourgeois",William-Guillaume Chevallier
3802,Agapes fraternelles #4298,2011-05-15,"94, rue Ollivier, 56505 Hernandez",Vincent Poirier Le Baron
3803,Agapes fraternelles #5161,2009-04-04,"67, chemin Bernard, 72183 Gonzaleznec",Charles Leconte
3804,Banquet royal #7919,2016-08-09,"926, boulevard Guillaume Bertin, 84978 Diallo-sur-",Guillaume Rémy
3805,Banquet royal #9053,2000-07-10,"38, boulevard de Launay, 15874 Saint Alexandrie",Pénélope de Dupuis
3806,Déjeuner des preux #5246,2022-01-08,"89, rue Martel, 97231 Gosselin",Jacques Hoarau-Philippe
3807,Dîner de gala #5791,2021-01-12,"592, rue de Noël, 83302 Guibert",Honoré Evrard
3808,Déjeuner des preux #31,2023-12-22,"17, rue de Bailly, 43554 Jacob",Guy Perret
3809,Déjeuner des preux #1071,2012-05-17,"47, chemin de Mary, 41245 Carre",André-Victor Seguin
3810,Agapes fraternelles #1618,2017-06-29,"43, rue de Jacquot, 97151 Brunet-la-Forêt",Luc Diaz
3811,Agapes fraternelles #7196,2005-08-02,"18, boulevard Roussel, 55196 Blanchet",Margaud Roche
3812,Dîner de gala #2590,2019-01-09,"550, boulevard Baudry, 18798 Saint Gabrielleboeuf",Nath de Arnaud
3813,Souper d'apparat #639,2023-01-18,"20, rue Nicolas Barre, 22926 Saint David",Virginie Camus
3814,Dîner de gala #2775,2004-02-03,"850, chemin de Da Silva, 01895 Sainte Lucedan",Adrien Langlois Le Masson
3815,Festin des chevaliers #7958,2005-11-11,"257, rue Paulette Gonzalez, 08584 Bigotnec",Emmanuelle Da Costa
3816,Festin des chevaliers #621,2020-06-12,"35, avenue Peron, 66727 Ferreira",Charles Guillaume-David
3817,Agapes fraternelles #9712,2007-02-15,"74, rue Leleu, 58936 Guillot-sur-Mer",Maurice Petit-Delannoy
3818,Festin des chevaliers #6769,2004-03-08,"55, rue Vallée, 38447 Foucher",Brigitte Fabre
3819,Festin des chevaliers #7501,2004-09-29,"91, rue de Lebreton, 91993 Gomesnec",Bertrand Girard
3820,Dîner de gala #3606,2012-08-31,"boulevard Emmanuelle Besson, 84821 Saint Véronique",Valérie Boucher
3821,Souper d'apparat #7808,2019-09-16,"6, boulevard de Legros, 53942 Martel",Suzanne Grégoire
3822,Festin des chevaliers #4068,2001-11-12,"9, rue Grégoire Weiss, 18598 Sainte Vincent",Andrée Lesage
3823,Souper d'apparat #521,2004-09-12,"798, rue Gilbert Brunel, 58786 Guichard",Claire Morel
3824,Agapes fraternelles #9722,2021-04-05,"boulevard de Caron, 23770 Bourgeois",Céline Charles de Payet
3825,Souper d'apparat #5324,2010-10-05,"875, rue de Gérard, 30226 Charpentier-la-Forêt",Christelle Chevalier
3826,Banquet royal #559,2013-04-12,"18, chemin Paul Sanchez, 97226 Lemaître",Marianne Valentin
3827,Souper d'apparat #8970,2022-05-02,"29, avenue Daniel, 16536 Lucasnec",Jeannine Brun
3828,Dîner de gala #1568,2004-10-30,"6, avenue Perrot, 80578 Sainte Cécile",Jacqueline Grondin
3829,Déjeuner des preux #8941,2001-09-29,"13, rue Bernier, 07208 Teixeira",Timothée Huet
3830,Souper d'apparat #5170,2019-07-19,"91, avenue Richard Fouquet, 25884 Roche",Yves Hardy
3831,Banquet royal #6574,2015-10-26,"91, rue Léon Bodin, 24789 Lacroix-la-Forêt",Brigitte Jacques
3832,Déjeuner des preux #624,2008-08-21,"42, chemin Renard, 87249 Lecomte",Marthe Meunier
3833,Souper d'apparat #8880,2008-10-21,"56, rue Jules Gimenez, 79936 Sainte Claude",Arthur Dumont
3834,Banquet royal #3745,2003-10-05,"4, boulevard Munoz, 64288 Bousquet",Vincent de Blanc
3835,Déjeuner des preux #2017,2002-10-27,"8, rue Tristan Delmas, 95785 Tanguy-les-Bains",Olivie Bruneau de la Hervé
3836,Souper d'apparat #2382,2017-12-22,"9, avenue Morin, 47381 Martel-sur-Lesage",David Parent
3837,Déjeuner des preux #1269,2019-06-12,"73, rue de Léger, 89720 Henry",Thibault Dubois
3838,Dîner de gala #5510,2009-12-05,"81, rue Gaillard, 97282 Joseph",Christine Le Gall
3839,Agapes fraternelles #2081,2007-10-15,"63, rue Lemoine, 33804 Perret-sur-Bazin",Aurore Nguyen
3840,Dîner de gala #2039,2006-07-03,"572, chemin de Thierry, 69628 Rodriguezboeuf",Maggie-Alexandrie Lombard
3841,Dîner de gala #6868,2012-02-16,"6, rue Claude Leroux, 43516 Langlois-la-Forêt",Édouard Teixeira
3842,Banquet royal #6481,2012-09-19,"58, avenue Inès Fernandez, 94951 BlotVille",Lucie Huet
3843,Déjeuner des preux #1799,2018-02-19,"3, rue de Coste, 97434 Olivierdan",Marc Fleury
3844,Agapes fraternelles #8085,2007-03-22,"74, chemin Paulette Perrin, 61711 Michel-sur-Bonne",Matthieu Charpentier
3845,Festin des chevaliers #6383,2021-02-12,"12, rue de Poulain, 12327 Saint ThibautVille",Guillaume Gonzalez
3846,Dîner de gala #2435,2002-03-30,"16, rue de Martins, 61102 Dupuy",Alexandria Martineau
3847,Déjeuner des preux #5029,2018-02-17,"322, avenue de Léger, 13842 Lagarde-sur-Marion",Timothée-Laurent Teixeira
3848,Souper d'apparat #7100,2020-09-10,"964, avenue de Masson, 84585 Pages-sur-Mer",Théophile-Christophe Rocher
3849,Banquet royal #8198,2011-10-23,"4, rue de Arnaud, 20153 Sainte Frédéric",Théophile Durand de Leleu
3850,Festin des chevaliers #6311,2009-06-08,"76, avenue de Bouvier, 30621 Legendre",Éléonore Bodin Le Colin
3851,Banquet royal #4155,2016-03-10,"47, boulevard Anastasie Launay, 05632 Chevallier-s",Luce Poirier
3852,Banquet royal #2234,2005-04-17,"rue Dijoux, 95687 Saint Stéphane",Joséphine Vallée
3853,Dîner de gala #4360,2006-06-09,"99, chemin Maréchal, 67336 Saint Bernadette",Honoré Vallée
3854,Festin des chevaliers #6113,2013-12-01,"900, chemin Guillot, 79664 Aubert",Tristan Renaud-Blanchard
3855,Festin des chevaliers #9706,2023-01-21,"8, rue Perrin, 47781 Guillot",Valérie Perret
3856,Agapes fraternelles #6691,2000-04-21,"74, boulevard Lambert, 43848 RegnierVille",Denise Rossi
3857,Souper d'apparat #2208,2005-07-19,"57, boulevard Gomes, 73273 Maury",Éric Lefebvre
3858,Dîner de gala #6502,2010-04-02,"27, avenue de Millet, 03293 Saint François-sur-Mer",Honoré Jacquet
3859,Souper d'apparat #3827,2013-11-14,"85, avenue Gautier, 85889 Sainte Véroniquedan",Dorothée Perez
3860,Souper d'apparat #7037,2023-05-15,"7, chemin de Guillet, 57663 Saint Adriennenec",François Dos Santos
3861,Souper d'apparat #2080,2007-09-17,"292, boulevard Marcel Lebon, 71656 Saint BenoîtBou",Franck Blanchard
3862,Souper d'apparat #2307,2001-05-08,"avenue de Laurent, 23743 Marques",Laurence Brun
3863,Dîner de gala #5260,2018-12-03,"79, avenue Caroline Camus, 13927 Lacombe-sur-Dupuy",Aurore Le Marion
3864,Déjeuner des preux #4818,2022-10-27,"364, rue Bailly, 97444 PotierVille",Émile-Yves Lejeune
3865,Agapes fraternelles #4716,2002-10-26,"90, rue Margaret Rossi, 81246 Sainte JacquelineVil",Sabine-Alex Lemoine
3866,Agapes fraternelles #4258,2014-12-05,"rue de Duval, 80545 Hoareau",Gabriel Normand
3867,Dîner de gala #7745,2020-09-20,"49, avenue de Gérard, 08846 Breton",Nath Barthelemy
3868,Déjeuner des preux #688,2008-08-14,"2, rue Bigot, 93331 Coste-sur-Daniel",Bertrand Lagarde
3869,Dîner de gala #6542,2005-08-12,"68, chemin de Raynaud, 46815 Payetboeuf",Christophe Pottier
3870,Festin des chevaliers #340,2013-06-09,"29, rue de Fleury, 01538 Sainte Bernadette",Véronique Paris
3871,Dîner de gala #2809,2018-11-04,"78, boulevard Ruiz, 15642 DumasBourg",Joséphine Langlois
3872,Souper d'apparat #9159,2005-01-13,"boulevard de Pires, 30120 Chevalierboeuf",Laetitia Collet
3873,Festin des chevaliers #8751,2012-11-13,"boulevard de Marion, 49680 Torres",Thierry Renaud de Buisson
3874,Banquet royal #5106,2004-10-09,"477, boulevard Toussaint, 76646 Gosselin",Michelle Roux
3875,Festin des chevaliers #8535,2003-03-14,"boulevard de Normand, 21264 Maurice",Matthieu Auger
3876,Souper d'apparat #4895,2017-06-15,"7, boulevard Marchand, 06216 Leclerc",Suzanne-Josette Lefort
3877,Agapes fraternelles #7289,2015-03-23,"58, rue de Bouvet, 01342 GuillonBourg",Luce Gomez
3878,Souper d'apparat #4162,2022-05-12,"214, rue Nathalie Laurent, 43661 Nicolas-sur-Menar",Jeannine Perrin-Chrétien
3879,Dîner de gala #5558,2020-03-14,"3, boulevard de Lecomte, 70952 Sainte Pauline-la-F",Cécile Gillet
3880,Déjeuner des preux #9493,2005-10-19,"99, rue Aubry, 68665 Sainte Andrée",Valentine Martineau
3881,Souper d'apparat #9850,2006-11-05,"rue Thérèse Petitjean, 03436 Ledouxnec",Hélène Gilbert du Charles
3882,Agapes fraternelles #8541,2006-07-23,"22, chemin Marchal, 50894 Saint Daniel-la-Forêt",William Vasseur
3883,Dîner de gala #7192,2020-11-30,"49, boulevard de Chauvin, 55447 Lemonnier",Susanne Launay
3884,Agapes fraternelles #7704,2022-04-30,"chemin de Boucher, 56463 Saint Dominiquenec",Maurice Pelletier du Diallo
3885,Banquet royal #9300,2024-05-14,"61, avenue Aubry, 03682 Sainte Martin",Luc Germain
3886,Banquet royal #7463,2010-05-04,"14, rue Jean, 12803 Hebert",Richard-Nicolas Blot
3887,Dîner de gala #5049,2014-01-05,"48, avenue de Sauvage, 70330 Morvan",Marianne Samson
3888,Déjeuner des preux #2281,2011-09-01,"82, rue Perez, 39842 RenaudVille",Jacques Leconte
3889,Dîner de gala #4472,2009-08-29,"62, boulevard Humbert, 08922 Morvan",Alexandre Deschamps
3890,Festin des chevaliers #2778,2023-01-27,"16, avenue de Julien, 88295 Paul-les-Bains",Alfred Morin Le Rey
3891,Déjeuner des preux #2389,2001-01-18,"rue Robin, 92697 Sainte Charlottedan",Christophe de la Henry
3892,Déjeuner des preux #6461,2000-12-14,"3, boulevard Loiseau, 86971 Dumont",Honoré Lemaître Le Weiss
3893,Agapes fraternelles #9136,2015-05-07,"2, rue de Philippe, 41854 Boutin-les-Bains",Suzanne Camus
3894,Banquet royal #1585,2014-01-15,"377, boulevard Hervé, 18312 CohenBourg",André Giraud-Nicolas
3895,Déjeuner des preux #1603,2019-07-06,"5, avenue Germain, 34402 Labbé",Luc Cordier
3896,Souper d'apparat #2547,2021-11-04,"793, avenue de Roche, 77246 Ribeiro-la-Forêt",Mathilde Raynaud Le Gillet
3897,Banquet royal #735,2007-04-26,"55, chemin Thibaut Traore, 69485 Sainte Édouard",Benoît Rodriguez
3898,Festin des chevaliers #4232,2012-03-09,"33, boulevard de Renault, 73266 Delorme",Laurent Bourgeois
3899,Festin des chevaliers #2559,2007-03-18,"78, boulevard Rivière, 34366 Perezdan",Adèle Le Léger
3900,Banquet royal #3233,2011-10-28,"13, boulevard de Perret, 85499 Paul-sur-Mer",Émilie Garcia Le Auger
3901,Festin des chevaliers #162,2020-01-05,"4, chemin Stéphane Descamps, 17417 LebrunVille",Louis Hebert-Mendès
3902,Déjeuner des preux #8744,2011-01-20,"69, boulevard Lecoq, 14967 Charrier",Gabriel-Zacharie Rodriguez
3903,Dîner de gala #185,2015-01-28,"370, avenue Théodore Monnier, 27526 Deschampsnec",Marthe Allard
3904,Agapes fraternelles #4312,2000-02-15,"71, chemin Joseph Delattre, 32685 Collet",Gabriel-Joseph Paul
3905,Festin des chevaliers #2003,2000-09-09,"67, chemin de Tanguy, 66804 Pottier",Luc-Benoît Bigot
3906,Dîner de gala #4242,2013-10-24,"47, rue de Blanchard, 06783 De Sousa",Arnaude Gonzalez
3907,Festin des chevaliers #325,2003-06-10,"81, chemin Jean, 04886 Marty",Laurence Lemonnier
3908,Agapes fraternelles #6603,2006-02-03,"64, chemin Caron, 63375 Weiss-sur-Jean",Margaret Rocher
3909,Souper d'apparat #7695,2004-08-06,"81, chemin de Rossi, 95154 Chauvet",Henri Pineau du Petitjean
